diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
changed:name,cuho3rLbstXqMSZAbREE,4435,4435,Tech for Economic Mobility Mixer,Economic Justice + Startups: A Conversation with Deputy Mayor Julie Su + Impact-Driven Demos,2026-06-04,2026-06-04,18:00:00,18:00:00,Chinatown,Chinatown,Gutter Capital,Gutter Capital,https://partiful.com/e/cuho3rLbstXqMSZAbREE,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Gutter Capital; Techonomic Mobility
added,cz75IF61uvnmLyPykAri,,6747,,The Runway - A dinner series by Airwallex,,2026-06-04,,19:00:00,,Union Square,,Airwallex,https://partiful.com/e/cz75IF61uvnmLyPykAri,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Airwallex
removed,czmiYJieBfHBdYhrFy8Q,5303,,The JumpStart Summit: From Idea to IPO → Founders Foundry,,2026-06-04,,08:00:00,,Chelsea,,Next Jump,,https://partiful.com/e/czmiYJieBfHBdYhrFy8Q,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Next Jump
changed:name,dJh4IgxuEgjfcXelqTCZ,5661,5661,The Death of the MVP: How AI Changed What “Launching” Means,The Death of the MVP: How AI Changed What “Launching” Means - Bubble x,2026-06-03,2026-06-03,18:00:00,18:00:00,SoHo,SoHo,Bubble.io,Bubble.io,https://partiful.com/e/dJh4IgxuEgjfcXelqTCZ,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Bubble.io; Ohana
added,dYXQFsMvHHthXj4gC280,,6092,,Closing Party - Techweek NYC,,2026-06-05,,18:00:00,,SoHo,,Fireworks AI,https://partiful.com/e/dYXQFsMvHHthXj4gC280,https://www.tech-week.com/calendar/nyc,Friday,Evening,Fireworks AI; Exa AI; Turbopuffer; Composio
changed:event_url,e0FYrBmBfIPXGQdUttNW,5824,5824,Google for Startups: Latest from Google DeepMind,Google for Startups: Latest from Google DeepMind,2026-06-03,2026-06-03,09:00:00,09:00:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/e0FYrBmBfIPXGQdUttNW,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Google for Startups
changed:name,e2hNOd2jIzhnHQujwMqu,5221,5221,Who Wins in the Age of AI? Labor Markets and Capital in Transition,Light Dao Salon: Who Wins in the Age of AI? Labor Markets and Capital in Transition (NYC),2026-06-02,2026-06-02,18:30:00,18:30:00,Chelsea,Chelsea,Haystack Hub,Haystack Hub,https://partiful.com/e/e2hNOd2jIzhnHQujwMqu,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Haystack Hub; Light Dao; Sharely
changed:event_url,e32DJWAieEIPVwRTAxLU,5330,5330,"NY Beauty Tech Summit: Future of Beauty Tech Devices, Data & Innovation","NY Beauty Tech Summit: Future of Beauty Tech Devices, Data & Innovation",2026-06-03,2026-06-03,14:00:00,14:00:00,Chelsea,Chelsea,Richualist,Richualist,https://partiful.com/e/e32DJWAieEIPVwRTAxLU,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Richualist; Wearable Tech Ventures; Myavanna
added,eA5ORw6fKg24Xe61fIDn,,6498,,Yahoo x beehiiv Comms & Media Mixer |,,2026-06-02,,17:30:00,,Greenwich Village,,Yahoo,https://partiful.com/e/eA5ORw6fKg24Xe61fIDn,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Yahoo; https://www.beehiiv.com/
changed:event_url,eBzPADEdUmk03eR8RNBu,214,214,Femhack NYTechweek 2026,Femhack NYTechweek 2026,2026-06-03,2026-06-03,08:00:00,08:00:00,Nomad,Nomad,Fierce Foundry,Fierce Foundry,https://partiful.com/e/eBzPADEdUmk03eR8RNBu,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Fierce Foundry
added,eJCB3HaeeRyEkyuMJ9Vj,,5615,,Own Your Style with Storytelling and Fine-tuning,,2026-06-05,,12:00:00,,Midtown,,Underscore Animation,https://partiful.com/e/eJCB3HaeeRyEkyuMJ9Vj,https://www.tech-week.com/calendar/nyc,Friday,Noon,Underscore Animation; NA
changed:name,eP89tnFPXauq0Uwoq45t,4652,4652,Robots & Revenue: A GTM Breakfast,"GTM Breakfast: Rooftop, Robots & Revenue",2026-06-02,2026-06-02,08:30:00,08:30:00,Flatiron,Flatiron,Default,Default,https://partiful.com/e/eP89tnFPXauq0Uwoq45t,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Default; People Data Labs
changed:name|location|company,eVXwspZygA7cPx3Tjgnw,6178,6178,Build Agent-first Companies with Airtable,Build Agent-first Companies with Hyperagent,2026-06-02,2026-06-02,15:00:00,15:00:00,Midtown,Flatiron,Hyperagent,Airtable,https://partiful.com/e/eVXwspZygA7cPx3Tjgnw,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Airtable
changed:event_url,eYDn9NAmOiORakqV58Yp,5610,5610,Building to Disrupt: AI in Enterprise and Fintech,Building to Disrupt: AI in Enterprise and Fintech,2026-06-02,2026-06-02,16:00:00,16:00:00,Hudson Yards,Hudson Yards,HSBC,HSBC,https://partiful.com/e/eYDn9NAmOiORakqV58Yp,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,HSBC; a16z
changed:name|event_url,eZyYOASnhlTpvJNfDXKu,4946,4946,Lessons from Founders Who Have Sat on Both Sides of the Table,Lessons from People Who Have Sat on Both Sides of the Table.,2026-06-02,2026-06-02,18:00:00,18:00:00,Midtown,Midtown,Boxsy Inc.,Boxsy Inc.,https://partiful.com/e/eZyYOASnhlTpvJNfDXKu,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Boxsy Inc.; Baylane Capital
changed:location,ea6MPpQj3n4C3BqH4qLl,5613,5616,4th Annual NY Tech Week Soccer Championship,4th Annual NY Tech Week Soccer Championship,2026-06-02,2026-06-02,08:00:00,08:00:00,Chelsea,East Village,StartupExperts,StartupExperts,https://partiful.com/e/ea6MPpQj3n4C3BqH4qLl,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,StartupExperts; Alumni Ventures
added,eaZmQ8Q59gAVMctgHXiQ,,6825,,AWS x Flybridge Bodega Takeover,,2026-06-03,,08:00:00,,Nomad,,AWS,https://partiful.com/e/eaZmQ8Q59gAVMctgHXiQ,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,AWS; Flybridge Capital Partners
changed:date,ed2EFWip0do9OuYmVPZI,5207,5207,"Free Phos, Real Convos. Agents in your DMs","Free Phos, Real Convos. Agents in your DMs",2026-06-04,2026-06-03,20:00:00,20:00:00,Flatiron,Flatiron,Photon,Photon,https://partiful.com/e/ed2EFWip0do9OuYmVPZI,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Photon
removed,ejqizBZwN2AWf6J6ifk4,6254,,The JumpStart Summit: From Idea to IPO → Mornings Program,,2026-06-01,,07:30:00,,Chelsea,,Next Jump,,https://partiful.com/e/ejqizBZwN2AWf6J6ifk4,https://www.tech-week.com/calendar/nyc,Monday,Morning,Next Jump
changed:event_url,ekOSu7Sy0DbFiW5Jpj9N,5955,5955,Rebuilding Health Benefits for a Modern Workforce,Rebuilding Health Benefits for a Modern Workforce,2026-06-02,2026-06-02,16:00:00,16:00:00,Lower East Side,Lower East Side,Tusk Ventures,Tusk Ventures,https://partiful.com/e/ekOSu7Sy0DbFiW5Jpj9N,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Tusk Venture Partners; Smirk Health
changed:event_url,epfr3IxCby4WezG4pIlW,246,246,Taco Tech Tuesday 🗽🌮,Taco Tech Tuesday 🗽🌮,2026-06-02,2026-06-02,17:30:00,17:30:00,Midtown,Midtown,Taco Tech Tuesday,Taco Tech Tuesday,https://partiful.com/e/epfr3IxCby4WezG4pIlW,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Taco Tech Tuesday
added,f6DKCMI3i7t7nfuZ36LZ,,6275,,Founders House - Investing in Health & Wellness Panel,,2026-06-02,,14:00:00,,Midtown,,Founders House,https://partiful.com/e/f6DKCMI3i7t7nfuZ36LZ,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Founder House
changed:time|location|company,f6KrALsCB9k0DXqcG63d,4425,6466,Latinos In VC Vol lI,Latinos In VC Vol lI,2026-06-04,2026-06-04,17:30:00,09:00:00,Midtown,SoHo,Colectivo,Bright Cup,https://partiful.com/e/f6KrALsCB9k0DXqcG63d,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Bright Cup
changed:name,fCEfTvswCDe1lJYqLHQv,4402,4402,Gammarama: Stories You Can See,"Gammarama: Malcolm Gladwell, Bobbi Brown, Mike Birbiglia & More",2026-06-03,2026-06-03,18:00:00,18:00:00,Midtown,Midtown,Gamma,Gamma,https://partiful.com/e/fCEfTvswCDe1lJYqLHQv,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Gamma
added,fKGWVWedefyfix8WYFOq,,6283,,Switchcraft — Build Your Own Keyboard (Anterior),,2026-06-03,,17:30:00,,Midtown,,Anterior,https://partiful.com/e/fKGWVWedefyfix8WYFOq,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Anterior
changed:event_url,fKHpJwhwnkLYAjiTLQyi,5707,5707,Critical Mass: Volume Five,Critical Mass: Volume Five,2026-06-03,2026-06-03,17:00:00,17:00:00,Brooklyn,Brooklyn,Newlab,Newlab,https://partiful.com/e/fKHpJwhwnkLYAjiTLQyi,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Newlab
changed:date,fcS1sPOYoO4R7xf3egac,4356,4356,Founders & Investors Soiree |,Founders & Investors Soiree |,2026-06-04,2026-06-05,17:00:00,17:00:00,Flatiron,Flatiron,Supermoon,Supermoon,https://partiful.com/e/fcS1sPOYoO4R7xf3egac,https://www.tech-week.com/calendar/nyc,Friday,Evening,Supermoon
changed:name|location,foEPEVCrozyJZCN4W19S,5459,5459,The Alignment Lab: a Live Experience to Reveal Coherence & Navigate Uncertainty,The Alignment Lab: a Live Experience to Reveal Your Human Advantages & Navigate Complexity,2026-06-05,2026-06-05,15:30:00,15:30:00,Union Square,Midtown,Meridian Collective,Meridian Collective,https://partiful.com/e/foEPEVCrozyJZCN4W19S,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Meridian Collective
changed:name|event_url,g2e6kS6GPDm0icQCC14A,4091,4091,Founder Feud,Founder Feud: Lessons from 100+ Founders Who've Been Through It,2026-06-05,2026-06-05,18:30:00,18:30:00,Flatiron,Flatiron,Forecastr,Forecastr,https://partiful.com/e/g2e6kS6GPDm0icQCC14A,https://www.tech-week.com/calendar/nyc,Friday,Evening,Forecastr
changed:event_url,g2m3ExEh1j9ZSo7eNpCD,5088,5088,AI x Investing : The Age of Agents,AI x Investing : The Age of Agents,2026-06-01,2026-06-01,10:00:00,10:00:00,Midtown,Midtown,Trade It,Trade It,https://partiful.com/e/g2m3ExEh1j9ZSo7eNpCD,https://www.tech-week.com/calendar/nyc,Monday,Morning,Trade It; Public; OptionUp; Unusual Whales
changed:date|time,g4CVcAdTyNSSOvJqqgbd,5030,5030,Artificially Unintelligent Tech Comedy Show,Artificially Unintelligent Tech Comedy Show,2026-06-04,2026-06-03,18:00:00,19:00:00,Union Square,Union Square,NSDS Tech Comedy Show,NSDS Tech Comedy Show,https://partiful.com/e/g4CVcAdTyNSSOvJqqgbd,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,NSDS Tech Comedy Show; Vanta
changed:event_url,g8VJ854DFglJ6GtYDoS4,5643,5643,Arkzphere: Founders and Investors Launch Party,Arkzphere: Founders and Investors Launch Party,2026-06-03,2026-06-03,19:30:00,19:30:00,Lower East Side,Lower East Side,Arkzphere,Arkzphere,https://partiful.com/e/g8VJ854DFglJ6GtYDoS4,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Arkzphere; Propel Earth
added,gP80ioDptVy1W5Gx5Lv4,,5489,,From Startup to Scale: Using AI to Streamline and Grow,,2026-06-04,,16:30:00,,Tribeca,,Female Founder Collective,https://partiful.com/e/gP80ioDptVy1W5Gx5Lv4,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Female Founder Collective
added,gX1zdtbIO2AvDe8bhWzy,,6331,,SOLO UNICORN BUILD NIGHT — Vibe Code Live,,2026-06-04,,19:00:00,,Midtown,,Solo Unicorn Club,https://partiful.com/e/gX1zdtbIO2AvDe8bhWzy,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Solo Unicorn Club; Manhattan Elite Club
changed:event_url,glbUe1VF4t4MRsDbktVx,4720,4720,Building AI Agents for Science,Building AI Agents for Science,2026-06-05,2026-06-05,13:00:00,13:00:00,Financial District,Financial District,GRAIL,GRAIL,https://partiful.com/e/glbUe1VF4t4MRsDbktVx,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,"GRAIL; Cloudonix, Inc"
changed:event_url,gmQJ86KtlMO3vaJxSQz0,208,208,Bollywood & Builders,Bollywood & Builders,2026-06-05,2026-06-05,18:00:00,18:00:00,Tribeca,Tribeca,The Brown Room,The Brown Room,https://partiful.com/e/gmQJ86KtlMO3vaJxSQz0,https://www.tech-week.com/calendar/nyc,Friday,Evening,The Brown Room; Momo VC
added,gqcsznzpItihFOcdHIBH,,6372,,Female Founders & Investors Speakeasy,,2026-06-04,,17:00:00,,West Village,,Madeline & Co.,https://partiful.com/e/gqcsznzpItihFOcdHIBH,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Madeline & Co.; Excelsior Edge Ventures
removed,gqqUhCjTFgyxyawPSUrx,4058,,The Agentic Commerce Era,,2026-06-03,,17:00:00,,Midtown,,Glance Inmobi Inc,,https://partiful.com/e/gqqUhCjTFgyxyawPSUrx,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Glance Inmobi Inc
added,gti2RppRB4R62eRuHQ6h,,6343,,2026 NY K-Tech Demo Day,,2026-06-02,,10:00:00,,Midtown,,Korea SMEs and Startups Agency (KOSME),https://partiful.com/e/gti2RppRB4R62eRuHQ6h,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,"Korea SMEs and Startups Agency (KOSME); Witness Creative Partners Inc.; ENOV SOLUTION, INC"
added,h0NJIDOs2n2VBcznvikl,,6512,,a16z New Media Happy Hour,,2026-06-02,,18:00:00,,Financial District,,Andreessen Horowitz,https://partiful.com/e/h0NJIDOs2n2VBcznvikl,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Andreessen Horowitz
changed:name,h3P090OpWDSzMtTLzA1M,6083,6083,The Agent Shift - Marketing in the age of AI agents,The Agent Shift: Marketing in the age of AI agents,2026-06-03,2026-06-03,18:00:00,18:00:00,Midtown,Midtown,HG Events,HG Events,https://partiful.com/e/h3P090OpWDSzMtTLzA1M,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,HG Events
changed:event_url,h473UHUqIyFjDct4PAfU,4958,4958,AI Builders Lunch,AI Builders Lunch,2026-06-03,2026-06-03,12:00:00,12:00:00,Midtown,Midtown,Cuculi,Cuculi,https://partiful.com/e/h473UHUqIyFjDct4PAfU,https://www.tech-week.com/calendar/nyc,Wednesday,Noon,Cuculi
added,h5ayMfeDR9TCZ0cuFGwX,,6544,,STRATEGY AT THE SPEED OF INFERENCE: What Happens When AI Analysis Is Free,,2026-06-04,,18:00:00,,Midtown,,Colombia Business School Alumni,https://partiful.com/e/h5ayMfeDR9TCZ0cuFGwX,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Colombia Business School Alumni; Inevitable
added,h8O1Xi3GohXMHZ1FqrK0,,5872,,Liquidity for RWA Private Credit Asset Managers,,2026-06-03,,16:00:00,,SoHo,,Protofire,https://partiful.com/e/h8O1Xi3GohXMHZ1FqrK0,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Protofire
changed:event_url,h9bpa3i5jWUubKb7BpcQ,5048,5048,NYC Family Office Dinner,NYC Family Office Dinner,2026-06-02,2026-06-02,19:00:00,19:00:00,Midtown,Midtown,Generous Ventures,Generous Ventures,https://partiful.com/e/h9bpa3i5jWUubKb7BpcQ,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Generous Ventures; O'Shaughnessy Ventures
changed:time,hAARVrxCJQoBOlxlp2Nd,6245,6245,Pitch Like a Lawyer : Build a Winning Case for Investors,Pitch Like a Lawyer : Build a Winning Case for Investors,2026-06-04,2026-06-04,10:30:00,12:00:00,Midtown,Midtown,Kushner Executive Advisory,Kushner Executive Advisory,https://partiful.com/e/hAARVrxCJQoBOlxlp2Nd,https://www.tech-week.com/calendar/nyc,Thursday,Noon,Kushner Executive Advisory
added,hDKxAgHY63MzSrmj4pv3,,6528,,Happy Hour x Soho Works,,2026-06-04,,16:00:00,,Brooklyn,,Tacos & Trends hosted by MADE Trends,https://partiful.com/e/hDKxAgHY63MzSrmj4pv3,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Tacos & Trends
changed:date|event_url,hVN69QHHQKaL72l700kB,6364,6462,ElevenLabs NY Tech Week PopUp,ElevenLabs NY Tech Week PopUp,2026-06-06,2026-06-01,11:00:00,11:00:00,SoHo,SoHo,ElevenLabs,ElevenLabs,https://partiful.com/e/hVN69QHHQKaL72l700kB,https://www.tech-week.com/calendar/nyc,Monday,Morning,ElevenLabs
changed:name|event_url,hfSyqoSqdglV01JHqHue,5121,5121,GNOMI Gen Z Growth Hackathon: Build the Growth Engine for the World’s First AI News Agent,GNOMI GenZ Hackathon: Make Wall Street Go Viral,2026-06-05,2026-06-05,08:30:00,08:30:00,SoHo,SoHo,GNOMI App Corp,GNOMI App Corp,https://partiful.com/e/hfSyqoSqdglV01JHqHue,https://www.tech-week.com/calendar/nyc,Friday,Morning,GNOMI App
added,hl2AIeWhZ1e2t6LveEGw,,6393,,AI on Main Street: How Chinatown's Small Businesses Are Using AI,,2026-06-02,,17:30:00,,Chinatown,,Welcome to Chinatown,https://partiful.com/e/hl2AIeWhZ1e2t6LveEGw,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Welcome to Chinatown
removed,hoiIyIAqKDf5BeT68y2y,4118,,"Health, Wellness and Fitness Connected Hardware Demo",,2026-06-02,,13:00:00,,Brooklyn,,Vital Element Inc,,https://partiful.com/e/hoiIyIAqKDf5BeT68y2y,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Vital Element Inc
changed:name,hqc1Whoh5lLOU4ORC6tk,4041,4041,Founders/VCs Breakfast Mixer w/ Qapita & RemoFirst,"Founders/VCs Breakfast Mixer w/ Qapita, RemoFirst & Wiggin",2026-06-02,2026-06-02,09:30:00,09:30:00,Chinatown,Chinatown,Qapita,Qapita,https://partiful.com/e/hqc1Whoh5lLOU4ORC6tk,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Qapita; Remofirst
changed:name,iDvWUNFiXJGuAHCBID5O,5362,5362,Maersk presents: The Future of Supply Chain,Maersk presents: the ultimate goal of full-stack supply chain transformation,2026-06-01,2026-06-01,08:30:00,08:30:00,Union Square,Union Square,Rock Yard Ventures,Rock Yard Ventures,https://partiful.com/e/iDvWUNFiXJGuAHCBID5O,https://www.tech-week.com/calendar/nyc,Monday,Morning,Rock Yard Ventures; Maersk
changed:event_url,iPG3ECBjiSVSQKLrDvJs,5804,5804,"Physical AI, World Models & Spatial Intelligence","Physical AI, World Models & Spatial Intelligence",2026-06-04,2026-06-04,17:00:00,17:00:00,Flatiron,Flatiron,Nucleus4D,Nucleus4D,https://partiful.com/e/iPG3ECBjiSVSQKLrDvJs,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Nucleus4D
changed:event_url,iQA2Cr8FK3gaZTajVpiO,4559,4559,Founder Breakfast,Founder Breakfast,2026-06-04,2026-06-04,09:00:00,09:00:00,SoHo,SoHo,Brderless,Brderless,https://partiful.com/e/iQA2Cr8FK3gaZTajVpiO,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Brderless; Persona
changed:event_url,iQP19UAfSBvF0wGAzqwx,5120,5120,Snark Tank Comedy,Snark Tank Comedy,2026-06-03,2026-06-03,21:00:00,21:00:00,East Village,East Village,Live Different Comedy,Live Different Comedy,https://partiful.com/e/iQP19UAfSBvF0wGAzqwx,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Live Different Comedy
changed:name,iVvYeqLhieeu6286yKro,5761,5761,"Finance Agents Demo Night with JP Morgan, LangChain & Tavily","Finance Agents Demo Night with JP Morgan, LangChain, Nebius & Tavily",2026-06-05,2026-06-05,16:00:00,16:00:00,Midtown,Midtown,Tavily AI,Tavily AI,https://partiful.com/e/iVvYeqLhieeu6286yKro,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Tavily AI; JP Morgan
added,iZLg7rd68SXz9JfyGdTz,,6487,,Sip & Yap + Vibes,,2026-06-07,,13:15:00,,Queens,,Sip & Yap + Vibes,https://partiful.com/e/iZLg7rd68SXz9JfyGdTz,https://www.tech-week.com/calendar/nyc,Sunday,Afternoon,Sip & Yap + Vibes
added,ibT9C0IBhvOASyp5qIks,,6438,,"Many Models, One Workflow — with Bria and Cloudflare Replicate",,2026-06-01,,17:00:00,,Chelsea,,Bria,https://partiful.com/e/ibT9C0IBhvOASyp5qIks,https://www.tech-week.com/calendar/nyc,Monday,Evening,Bria; Cloudflare Replicate
removed,,117,,Future Titans LP/GP movie night: The Big Short Private screening + conversation with Greg Lippmann,,2026-06-02,,18:00:00,,Midtown,,Rock Yard Ventures,,,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Rock Yard Ventures
removed,,19,,AI Agents: From Prototype to Production,,2026-06-03,,16:00:00,,Flatiron,,Phinite AI,,,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Phinite AI
removed,,247,,AI Agents in Healthcare: Who Owns the Intelligence?,,2026-06-04,,15:00:00,,Flatiron,,Amigo.AI,,,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Amigo.AI
removed,,4004,,Breakfast Roundtable focused on preventing diabetic foot ulcers,,2026-06-03,,08:00:00,,Central Park,,Solecooler,,,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Solecooler; Maison de la région Occitanie à New York
removed,,4049,,Beauty as Infrastructure: How the Hospitality Industry is Redefining the Guest Experience,,2026-06-04,,17:00:00,,Union Square,,Triple Eight Creative,,,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Triple Eight Creative
removed,,4087,,New York | HappyRobot Builders Night,,2026-06-03,,18:00:00,,SoHo,,HappyRobot,,,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,HappyRobot
removed,,4112,,"Munis, Meet the Future: A Briefing on Tokenized Bonds",,2026-06-02,,15:30:00,,Union Square,,Zuzlab Inc.,,,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Zuzlab Inc.
removed,,4124,,After the Demo: Where Builders Meet Backers,,2026-06-03,,17:30:00,,Flatiron,,212.VC,,,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,212.VC; Revolv
removed,,4172,,Jamaica Digital Services Exchange,,2026-06-04,,10:00:00,,Midtown,,Jamaica Promotions Corporation,,,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Jamaica Promotions Corporation
removed,,4202,,Agentic Finance Summit,,2026-06-03,,09:00:00,,SoHo,,Party Action People,,,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Party Action People; Microsoft
removed,,4209,,Stable Summit,,2026-06-04,,09:00:00,,SoHo,,Stable Summit,,,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Stable Summit
removed,,4236,,Vault Summit,,2026-06-05,,09:00:00,,SoHo,,Vault Summit,,,https://www.tech-week.com/calendar/nyc,Friday,Morning,Vault Summit
removed,,4242,,The One-Person Operating System: Build Your AI-Powered Business Brain,,2026-06-04,,11:30:00,,Flatiron,,Build First,,,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Build First; Lightswitch
removed,,4243,,Meet Me in the Middle (Pickleball Edition),,2026-06-06,,10:15:00,,Brooklyn,,Growing the Middle,,,https://www.tech-week.com/calendar/nyc,Saturday,Morning,Growing the Middle; Volley & Vibe
changed:name|date|time,,4641,4641,Where Capital Meets Vision: A Founders-Funders Dinner | NY Tech Week,Founders Exchange: Early Builders in the AI Era,2026-06-03,2026-06-01,18:30:00,19:00:00,Chelsea,Chelsea,Microsoft for Startups,Microsoft for Startups,,https://www.tech-week.com/calendar/nyc,Monday,Evening,Microsoft for Startups
removed,,4711,,Tech Pulse 2030- AI 2030 New York Event,,2026-06-04,,17:00:00,,Gramercy Park,,AI2030,,,https://www.tech-week.com/calendar/nyc,Thursday,Evening,AI2030
